center_id,meal_id,forecast_week,num_orders
20,1902,146,38.81620175299613
20,1962,146,126.66718651127395
20,1971,146,241.83906140438188
20,1993,146,177.26421899525744
20,2104,146,24.640694952489437
20,2126,146,56.23501577197733
20,2139,146,56.97429272351896
20,2290,146,209.69175693210028
20,2304,146,37.47120886573473
20,2306,146,76.11582632347401
20,2322,146,111.82788654990405
20,2444,146,14.685866523896753
20,2490,146,134.02972465581965
20,2492,146,49.59660149049033
20,2494,146,53.69095515715261
20,2539,146,262.73450412223895
20,2569,146,293.6617325412151
20,2577,146,55.482208223935565
20,2581,146,109.3786403488473
20,2631,146,122.89628999089065
20,2640,146,67.5973065665986
20,2664,146,236.45622879464327
20,2704,146,56.68883847946479
20,2707,146,421.4664671505606
20,2760,146,251.62521397279997
20,2826,146,230.59598465100945
20,2867,146,10.929623253847144
20,2956,146,39.8121025580314
23,1062,146,383.9407073067031
23,1109,146,538.2152368927208
23,1198,146,93.93093394882165
23,1207,146,159.77519800231858
23,1216,146,19.668395099880964
23,1230,146,123.53135888175366
23,1247,146,38.282021270502845
23,1248,146,30.0775652541096
23,1311,146,147.66255489160693
23,1438,146,281.974805625584
23,1445,146,424.17964372894033
23,1525,146,143.72535042904954
23,1543,146,87.0556798372644
23,1558,146,72.1670686962728
23,1571,146,67.31716129096402
23,1727,146,216.18119627963398
23,1754,146,389.71450166692495
23,1770,146,25.3930576277161
23,1778,146,275.12276804829065
23,1803,146,118.36116260166284
23,1847,146,233.43261780490153
23,1878,146,44.47500123847041
23,1885,146,496.92805455214693
23,1902,146,27.030326390874603
23,1962,146,151.11641830808017
23,1971,146,163.8976664663012
23,1993,146,187.12074748217705
23,2126,146,37.56273548265569
23,2139,146,31.73120952917127
23,2290,146,173.5417778237327
23,2304,146,26.305535040163527
23,2306,146,28.220410083924328
23,2322,146,185.87860274232813
23,2444,146,410.27609243714176
23,2490,146,160.14349306358068
23,2492,146,37.4979571465951
23,2494,146,346.85653929769006
23,2539,146,89.55713796065767
23,2569,146,337.3036878177669
23,2577,146,43.20379741150928
23,2581,146,146.34953053244365
23,2631,146,46.46987430020354
23,2640,146,31.363249382071785
23,2664,146,270.8819887065631
23,2704,146,43.738102716749225
23,2707,146,555.799399180264
23,2760,146,373.05611324967543
23,2826,146,511.76531880595303
23,2867,146,158.05637377872736
23,2956,146,24.663922014446158
24,1062,146,753.9926879681558
24,1109,146,1208.2298570397147
24,1198,146,237.58097387344637
24,1207,146,159.77519800231858
24,1216,146,96.20688740624264
24,1230,146,107.80558122590021
24,1247,146,70.84499549200815
24,1311,146,158.5891751415043
24,1438,146,177.822111860615
24,1445,146,9.930739529205113
24,1525,146,243.90394101391112
24,1543,146,212.81246620374043
24,1558,146,107.31614707616173
24,1571,146,102.482644049137
24,1727,146,507.65631760065
24,1754,146,690.3543707886892
24,1770,146,48.003668615094206
24,1778,146,610.780019353902
24,1803,146,159.763769240889
24,1847,146,125.06401305451796
24,1878,146,68.92031975434082
24,1885,146,1824.0938866307351
24,1902,146,64.0927585522197
24,1962,146,404.54677004458404
24,1971,146,268.9165616540273
24,1993,146,384.22803252494197
24,2126,146,78.69350339797421
24,2139,146,177.40064692785572
24,2290,146,1046.467934286554
24,2304,146,132.68790178451147
24,2306,146,479.06730349076213
24,2322,146,196.72146178177465
24,2444,146,14.712614804757123
24,2490,146,274.8906428252064
24,2494,146,211.0874906873979
24,2539,146,344.4614569001371
24,2569,146,524.5632111527947
24,2577,146,193.16456685569904
24,2581,146,146.34953053244365
24,2631,146,285.9788063459791
24,2640,146,33.46238992726921
24,2664,146,799.856732608742
24,2704,146,334.6021922380675
24,2707,146,1007.0137197723166
24,2760,146,745.6628316503311
24,2826,146,749.7836037670668
24,2867,146,10.956371534707515
24,2956,146,24.663922014446158
26,1062,146,958.156001807935
26,1109,146,171.50432601651406
26,1207,146,140.0312758373332
26,1216,146,20.500469589955383
26,1230,146,123.53135888175366
26,1247,146,47.774467642297466
26,1248,146,74.68138633048112
26,1445,146,67.88139798547333
26,1525,146,33.849888904753676
26,1543,146,70.84499549200815
26,1558,146,48.874373699349
26,1727,146,188.90160919012592
26,1754,146,279.6765656667627
26,1770,146,25.3930576277161
26,1778,146,684.28153169984
26,1878,146,79.0214983596438
26,1885,146,197.3221533203292
26,1902,146,22.746354372061656
26,1962,146,37.775035993277235
26,1971,146,134.239977729858
26,1993,146,200.73215268600225
26,2126,146,55.23594513058276
26,2139,146,38.869017229413366
26,2290,146,160.60643924572665
26,2304,146,36.43004310601584
26,2306,146,39.7165823898551
26,2322,146,140.25692237063964
26,2444,146,75.99597972033199
26,2490,146,87.7597903661541
26,2492,146,35.89573780077589
26,2539,146,39.00150452098797
26,2569,146,502.35766983885213
26,2577,146,97.88900642891095
26,2581,146,135.00968562648262
26,2631,146,55.09207568781744
26,2640,146,31.363249382071785
26,2664,146,512.6056933186921
26,2704,146,34.294464417343626
26,2707,146,266.4903598480912
26,2760,146,80.25644922186656
26,2826,146,92.22514552328126
26,2867,146,60.47559252008011
27,1062,146,763.2995067052367
27,1109,146,1095.922310827286
27,1198,146,36.40766510127074
27,1207,146,70.84499549200815
27,1216,146,50.01092740473244
27,1230,146,170.24444714037446
27,1247,146,26.957141484375473
27,1248,146,107.25200212027956
27,1311,146,41.802631498416865
27,1438,146,319.5638017107806
27,1445,146,29.327561094634238
27,1525,146,199.76479476189166
27,1543,146,124.63331532657598
27,1558,146,140.13117215965013
27,1571,146,82.12919270949475
27,1727,146,358.6336974876121
27,1754,146,540.9151573422763
27,1770,146,37.775035993277235
27,1778,146,711.7073806716297
27,1803,146,535.9601785881123
27,1847,146,169.7988297598594
27,1878,146,71.99935405294215
27,1885,146,1497.1738282349525
27,1902,146,25.3930576277161
27,1962,146,290.9690906450565
27,1971,146,142.43977208277136
27,1993,146,411.1934240196466
27,2126,146,25.303386001390834
27,2139,146,80.43266695813226
27,2290,146,609.5280063581937
27,2304,146,69.79767817776452
27,2306,146,258.7273775567303
27,2322,146,255.78396701814796
27,2444,146,10.175540134059496
27,2490,146,67.41737803923087
27,2492,146,35.89573780077589
27,2494,146,394.56482565003733
27,2539,146,243.31407250988724
27,2569,146,862.4381386123403
27,2577,146,33.000518145230274
27,2581,146,266.40433980019185
27,2631,146,72.18243013143275
27,2640,146,34.294464417343626
27,2664,146,524.8329420510053
27,2704,146,34.294464417343626
27,2707,146,1120.6002022371847
27,2760,146,435.53953283785035
27,2826,146,532.5886784208021
27,2867,146,9.308576921977947
27,2956,146,25.495996504520576
29,1062,146,839.2541261963684
29,1109,146,248.31135424627567
29,1207,146,27.149923659560542
29,1216,146,19.20652331784204
29,1230,146,45.181552375036176
29,1247,146,25.147516720802365
29,1248,146,39.58213183577807
29,1445,146,12.120103525493754
29,1525,146,34.68196339482811
29,1543,146,46.7727861479586
29,1558,146,37.31354469993526
29,1571,146,40.145359214355864
29,1727,146,212.35043247490395
29,1754,146,747.372595285953
29,1770,146,33.72801103421714
29,1778,146,188.05330452400176
29,1878,146,46.48189903479357
29,1885,146,157.0524185414861
29,1902,146,22.746354372061656
29,1962,146,65.48992110903755
29,1971,146,146.8910839496507
29,1993,146,147.70879714235798
29,2104,146,51.539230604004146
29,2126,146,40.998244282829795
29,2139,146,101.75443237959679
29,2290,146,300.0586531725433
29,2304,146,27.137609530237945
29,2306,146,107.71064521277529
29,2322,146,69.31782842358756
29,2444,146,58.378090108318055
29,2490,146,216.77678182508188
29,2492,146,27.137609530237945
29,2539,146,127.46754246152148
29,2569,146,442.2110346047071
29,2577,146,44.806016757328486
29,2581,146,128.10750721767857
29,2631,146,127.80693173622362
29,2640,146,43.738102716749225
29,2664,146,312.09688867536426
29,2704,146,43.738102716749225
29,2707,146,191.37670053618234
29,2760,146,101.77736158011082
29,2826,146,106.59648539587432
29,2867,146,15.182779146993902
29,2956,146,22.530532642536457
30,1062,146,560.991566046944
30,1109,146,660.5757433568925
30,1198,146,133.8786376341035
30,1207,146,140.9755100538652
30,1216,146,19.668395099880964
30,1230,146,51.36532116572395
30,1247,146,25.147516720802365
30,1248,146,32.642957076088315
30,1311,146,241.80379965305087
30,1438,146,68.57261753409442
30,1445,146,15.596116398676548
30,1525,146,253.6498094723421
30,1543,146,124.63331532657598
30,1558,146,130.34625794746842
30,1571,146,25.743439904374053
30,1727,146,240.4754572840293
30,1754,146,580.6631316574503
30,1770,146,25.3930576277161
30,1778,146,456.9026195207706
30,1803,146,189.56753386210238
30,1847,146,125.06401305451796
30,1878,146,96.83678223406133
30,1885,146,919.512431470756
30,1902,146,62.22035450914763
30,1962,146,208.342412017311
30,1971,146,171.7087091692806
30,1993,146,316.7535815644733
30,2126,146,82.22056507652684
30,2139,146,53.989205304396314
30,2290,146,332.7144885984377
30,2304,146,47.81814432689692
30,2306,146,265.4596570126202
30,2322,146,213.58624812056902
30,2444,146,10.175540134059496
30,2490,146,250.0966891939737
30,2492,146,26.305535040163527
30,2494,146,93.07194511810552
30,2539,146,372.5286999504522
30,2569,146,315.9300130346834
30,2577,146,67.62405484745898
30,2581,146,149.277808128514
30,2631,146,65.22310612473349
30,2640,146,109.23453805748156
30,2664,146,253.18461175202054
30,2704,146,69.25971579343275
30,2707,146,624.8960115609129
30,2760,146,284.1880585169609
30,2826,146,345.79806522569856
30,2867,146,15.182779146993902
30,2956,146,22.530532642536457
32,1062,146,410.1168274381208
32,1109,146,369.75586396338707
32,1207,146,100.72125847564031
32,1216,146,66.3740190684931
32,1230,146,99.72956276180487
32,1247,146,38.282021270502845
32,1248,146,29.80847564725573
32,1445,146,169.08031416549662
32,1525,146,78.23070275912252
32,1543,146,148.46309887897343
32,1558,146,139.6508769418691
32,1571,146,122.279256823041
32,1727,146,246.55582848862124
32,1754,146,767.0683004681323
32,1770,146,25.3930576277161
32,1778,146,340.5312275656044
32,1878,146,68.92031975434082
32,1885,146,330.9805883913414
32,1902,146,28.593362269841794
32,1962,146,213.31756894996448
32,1971,146,366.94692398350793
32,1993,146,308.62123838747567
32,2104,146,118.21423651030827
32,2126,146,83.53828399209746
32,2139,146,95.10765445885814
32,2290,146,351.6645613219434
32,2304,146,61.56890361553365
32,2306,146,78.12331616439911
32,2322,146,123.00492980111808
32,2444,146,158.42375606830083
32,2490,146,161.5848600669924
32,2492,146,25.843663258124607
32,2539,146,97.81100097826757
32,2569,146,645.1592551261924
32,2577,146,43.738102716749225
32,2581,146,212.80265947589376
32,2631,146,98.90422013591548
32,2640,146,81.71567506143353
32,2664,146,608.3320594752649
32,2704,146,124.96031571333504
32,2707,146,359.6565791990841
32,2760,146,49.68056628697029
32,2826,146,331.9641395764603
32,2867,146,27.59088931612598
32,2956,146,37.21391564966178
34,1062,146,608.5517850051741
34,1109,146,275.1768977751754
34,1207,146,62.61622092977727
34,1216,146,96.39338476742876
34,1230,146,26.688051877521623
34,1247,146,25.147516720802365
34,1248,146,32.642957076088315
34,1445,146,14.237888219067914
34,1525,146,109.29100843901935
34,1543,146,116.8690079404302
34,1558,146,27.98199814963496
34,1571,146,92.22600676550532
34,1727,146,167.96268677903385
34,1754,146,373.0607182605575
34,1770,146,25.3930576277161
34,1778,146,240.17478303292745
34,1878,146,170.8781559548868
34,1885,146,495.64765129894045
34,1902,146,25.3930576277161
34,1962,146,102.90355733229991
34,1971,146,247.9658233186687
34,1993,146,276.84048285759206
34,2104,146,112.43695034493948
34,2126,146,25.180757117094554
34,2139,146,29.405427911586834
34,2290,146,109.07752866243335
34,2304,146,24.206394494966105
34,2306,146,75.35223108004404
34,2322,146,87.17238600698944
34,2444,146,18.53661652890886
34,2490,146,66.61967149458401
34,2492,146,25.843663258124607
34,2539,146,174.29124415585042
34,2569,146,152.3320471077896
34,2577,146,81.71567506143353
34,2581,146,101.37054932831968
34,2631,146,81.14980501565779
34,2640,146,143.80311986911576
34,2664,146,388.649406115471
34,2704,146,109.23453805748156
34,2707,146,203.41947928340446
34,2760,146,220.74870294243155
34,2826,146,274.7334432034626
34,2867,146,11.497940918266588
34,2956,146,168.35490449917972
36,1062,146,591.2538174559177
36,1109,146,696.8450201168214
36,1198,146,156.20398173303113
36,1207,146,25.147516720802365
36,1216,146,25.717224715488264
36,1230,146,116.9600572155944
36,1247,146,27.98199814963496
36,1248,146,51.433745074412
36,1311,146,291.79432052098184
36,1438,146,123.58747543207552
36,1445,146,26.556014745128383
36,1525,146,271.13193400538347
36,1543,146,28.251087756488815
36,1558,146,43.86767464645329
36,1571,146,92.38150768993937
36,1727,146,192.9191591264915
36,1754,146,577.8395802385436
36,1770,146,27.492198172913522
36,1778,146,387.42699656614667
36,1803,146,321.29457087906053
36,1847,146,125.06401305451796
36,1878,146,254.78690798608596
36,1885,146,856.0574883495409
36,1902,146,51.910461610938384
36,1962,146,153.21504011691624
36,1971,146,130.17806514627202
36,1993,146,177.2909672761178
36,2126,146,69.40191658823389
36,2139,146,76.80493826453326
36,2290,146,538.021919595279
36,2304,146,86.00836252302078
36,2306,146,203.33219478638622
36,2322,146,187.2079299776288
36,2444,146,25.49978537267629
36,2490,146,160.14349306358068
36,2492,146,49.623349771350696
36,2494,146,213.18316631971044
36,2539,146,214.32503564196873
36,2569,146,480.5489944769954
36,2577,146,106.37305762546026
36,2581,146,107.25967669462393
36,2631,146,46.46987430020354
36,2640,146,39.974949162405174
36,2664,146,436.49171813156124
36,2704,146,235.4624640025255
36,2707,146,939.3441858333857
36,2760,146,533.5735558065903
36,2826,146,460.257870324731
36,2867,146,45.08525458336012
36,2956,146,99.20356467359142
39,1062,146,471.94479929335597
39,1109,146,331.29013453169006
39,1207,146,93.90501696317101
39,1216,146,19.20652331784204
39,1230,146,159.0420668653733
39,1247,146,25.147516720802365
39,1248,146,31.810882586013882
39,1445,146,12.120103525493754
39,1525,146,31.847481965995527
39,1543,146,87.49625588245702
39,1558,146,62.61622092977727
39,1571,146,26.499725810050585
39,1727,146,381.57922154264503
39,1754,146,898.2754904152582
39,1770,146,25.3930576277161
39,1778,146,175.54415354491422
39,1878,146,44.47500123847041
39,1885,146,183.43042407612532
39,1902,146,22.746354372061656
39,1962,146,148.10501623399807
39,1971,146,500.14475756685215
39,1993,146,198.28350099334514
39,2104,146,25.180757117094554
39,2126,146,36.80879671425172
39,2139,146,32.13788336615718
39,2290,146,389.6550909755512
39,2304,146,87.21499277854998
39,2306,146,101.67408182490195
39,2322,146,24.038268160009483
39,2444,146,108.51232904270135
39,2490,146,274.2053029529075
39,2492,146,61.56890361553365
39,2539,146,73.164105098437
39,2569,146,894.450046419645
39,2577,146,31.363249382071785
39,2581,146,98.50906889629839
39,2631,146,79.31472633870804
39,2640,146,31.363249382071785
39,2664,146,914.5353647805008
39,2704,146,31.363249382071785
39,2707,146,151.81575389253405
39,2760,146,45.177699628704225
39,2826,146,210.54360692262748
39,2867,146,80.71543013632416
41,1062,146,124.72749656744266
41,1109,146,201.13922230134273
41,1198,146,37.76306161104265
41,1207,146,38.282021270502845
41,1216,146,57.24663828481584
41,1230,146,121.00334638827782
41,1311,146,39.706454289117126
41,1438,146,55.9502337261987
41,1445,146,23.832045392636086
41,1525,146,34.68196339482811
41,1543,146,50.679579143802776
41,1558,146,84.15056833575908
41,1727,146,158.59119677911312
41,1754,146,324.84070087722614
41,1778,146,70.76057569143349
41,1803,146,40.276308986406946
41,1847,146,33.59492724538382
41,1878,146,30.449510670115266
41,1885,146,108.1284830195513
41,1902,146,31.27249661486183
41,1962,146,332.72416817087503
41,1971,146,89.56945425990048
41,1993,146,53.81032839626218
41,2126,146,30.887034315091235
41,2139,146,37.03989767332481
41,2290,146,104.23329892859532
41,2304,146,35.89573780077589
41,2306,146,33.90783664095239
41,2322,146,111.79634887151308
41,2490,146,74.2489900446439
41,2492,146,88.37901626251868
41,2539,146,106.2335326115854
41,2569,146,134.59729297191512
41,2577,146,31.363249382071785
41,2581,146,155.29912612447276
41,2631,146,29.352109611943238
41,2640,146,33.26960775208413
41,2664,146,257.2102321645988
41,2704,146,31.363249382071785
41,2707,146,92.23838359768853
41,2760,146,91.88838442176589
41,2826,146,48.808991259602756
42,1062,146,368.3648322297711
42,1109,146,239.046258416262
42,1207,146,45.181552375036176
42,1216,146,50.01092740473244
42,1230,146,120.77605427168835
42,1247,146,70.84499549200815
42,1248,146,60.598316715628904
42,1445,146,29.31210242870086
42,1525,146,95.3602446116189
42,1543,146,46.7727861479586
42,1558,146,118.36163879593475
42,1571,146,76.01532242024906
42,1727,146,135.44971571453394
42,1754,146,383.40823188245076
42,1770,146,30.38440663558842
42,1778,146,709.1297558552857
42,1878,146,304.5363943659451
42,1885,146,364.2054956130505
42,1902,146,25.3930576277161
42,1962,146,141.33251723197301
42,1971,146,122.23604592390635
42,1993,146,254.56951872344231
42,2104,146,38.16354565519304
42,2126,146,76.45115213743856
42,2139,146,29.63206898397388
42,2290,146,120.28622392244388
42,2304,146,24.206394494966105
42,2306,146,201.77899124714818
42,2322,146,107.27915214526463
42,2444,146,13.393499599670907
42,2490,146,151.54181608478538
42,2492,146,27.4066991370918
42,2539,146,122.8759033229183
42,2569,146,379.38409375229213
42,2577,146,81.71567506143353
42,2581,146,71.9951553659996
42,2631,146,92.46224946216297
42,2640,146,201.94118601079396
42,2664,146,296.239024933999
42,2704,146,164.70491897473684
42,2707,146,257.1387181870815
42,2760,146,208.82896090027788
42,2826,146,122.32226305172777
42,2867,146,156.45956648712314
42,2956,146,71.49860859381602
43,1062,146,991.2621567126992
43,1109,146,1659.3518720047475
43,1198,146,660.4371579257003
43,1207,146,88.26511150694036
43,1216,146,132.9056025494889
43,1230,146,129.4977197385512
43,1247,146,38.71595342391832
43,1248,146,77.51799072222629
43,1311,146,1000.3981262028723
43,1438,146,162.42514076975962
43,1445,146,411.58201509512617
43,1525,146,423.80689291799405
43,1543,146,193.8587339784459
43,1558,146,216.66880328171493
43,1571,146,67.75109344437949
43,1727,146,527.227800667969
43,1754,146,1158.1155576851852
43,1770,146,27.926130326329005
43,1778,146,858.2995533752094
43,1803,146,959.0210785717204
43,1847,146,109.77216755207998
43,1878,146,71.22665595082842
43,1885,146,1890.5604143424578
43,1902,146,37.674662841452765
43,1962,146,449.5578661717483
43,1971,146,441.9332592027274
43,1993,146,462.2869554833144
43,2104,146,22.967986014855594
43,2126,146,123.56665863739983
43,2139,146,177.51525236995923
43,2290,146,1644.8546707312912
43,2304,146,146.40551536404416
43,2306,146,233.1028522306741
43,2322,146,337.23486669373625
43,2444,146,307.20898267179984
43,2490,146,543.7112547645586
43,2492,146,70.23161033118
43,2494,146,123.6029947999675
43,2539,146,492.7554230396167
43,2569,146,1020.6611892703552
43,2577,146,125.3942478667505
43,2581,146,246.4899972925748
43,2631,146,167.35433717325512
43,2640,146,95.73770638349657
43,2664,146,795.2257164816717
43,2704,146,303.0903616065154
43,2707,146,1463.7148823712419
43,2760,146,660.3007894735675
43,2826,146,623.5147367756562
43,2867,146,11.390303688122996
43,2956,146,53.3699441097419
50,1062,146,345.79308556336895
50,1109,146,414.273257662958
50,1207,146,88.70568755213297
50,1216,146,50.44485955814792
50,1230,146,118.75075300309511
50,1247,146,25.58144887421785
50,1248,146,34.415695637389966
50,1445,146,218.7622026731328
50,1525,146,198.39654686704375
50,1543,146,75.50611235119361
50,1558,146,88.61593005779365
50,1571,146,104.16979835949256
50,1727,146,273.41551412017566
50,1754,146,479.7999105486828
50,1770,146,37.674662841452765
50,1778,146,352.545657542374
50,1878,146,180.68125294501053
50,1885,146,506.404451060901
50,1902,146,28.758204816403424
50,1962,146,153.98306993977934
50,1971,146,193.2102113329813
50,1993,146,277.4944002869594
50,2104,146,25.614689270510038
