id,num_orders
1448674,110
1237375,110
1323061,106
1205077,102
1281460,98
1483448,119
1406717,110
1439670,102
1311889,103
1408468,47
1025542,42
1160326,45
1443402,44
1226069,45
1175779,45
1495888,59
1226727,44
1088993,41
1162495,28
1171266,125
1018646,125
1224157,125
1476159,122
1481437,125
1137703,125
1443319,152
1297612,147
1366087,147
1219884,108
1495062,106
1079487,106
1415325,106
1347027,63
1006493,104
1005118,104
1486530,125
1269555,103
1250542,96
1218398,67
1088412,111
1341714,111
1317606,111
1191523,109
1373558,112
1144418,122
1482712,139
1290408,120
1044002,127
1156368,100
1040430,184
1087004,184
1042794,184
1359630,138
1059906,188
1340375,201
1167679,202
1118042,167
1433454,162
1414239,65
1333032,129
1074655,114
1017569,120
1047271,118
1364823,120
1081645,120
1193498,145
1308101,145
1295480,142
1026912,110
1170447,162
1141028,162
1283426,162
1353711,124
1053353,162
1077335,162
1347043,181
1222655,149
1413603,141
1166615,126
1251605,28
1207693,28
1108927,62
1388671,97
1286860,22
1306117,41
1493718,32
1289654,26
1140803,25
1164395,53
1131843,53
1437106,53
1360876,42
1383471,53
1008063,53
1465304,65
1045061,56
1461030,40
1207213,36
1247289,109
1005108,109
1034753,109
1306222,66
1383467,109
1264972,109
1061474,126
1132437,87
1115805,85
1016058,0
1137610,184
1480777,184
1494822,184
1464047,142
1472699,223
1376448,237
1282271,169
1408615,154
1023846,152
1243501,71
1129707,88
1260334,88
1021163,88
1140966,88
1243209,88
1083760,88
1381446,110
1005261,113
1252533,109
1188240,64
1160081,60
1008310,60
1221080,60
1059966,58
1242487,60
1421837,60
1057534,86
1323943,86
1064030,82
1498348,46
1136118,43
1134200,43
1145773,43
1190892,40
1466336,41
1134658,47
1459356,41
1426808,40
1296652,35
1348796,33
1120430,62
1247851,62
1031048,59
1106408,60
1029543,62
1193017,62
1261642,87
1395556,87
1005813,84
1037275,47
1442044,36
1307339,36
1196209,36
1482208,35
1379112,36
1128418,36
1467469,41
1120268,34
1346817,29
1441892,29
1113611,47
1265885,42
1466429,45
1180816,44
1315750,45
1407545,45
1420309,54
1262288,41
1069047,39
1135656,37
1086750,171
1159714,169
1240555,171
1124593,151
1083372,171
1186898,171
1000649,195
1356969,195
1305931,193
1223568,155
1025605,52
1046412,52
1115576,52
1199659,51
1499049,52
1324623,52
1322481,76
1231854,76
1219611,73
1341241,36
1213246,95
1303698,95
1137709,127
1185120,120
1371702,89
1208218,95
1035515,115
1386342,97
1143967,92
1377191,94
1008206,58
1479104,58
1207945,58
1061234,55
1453841,63
1154063,77
1219733,70
1399265,49
1458672,50
1496971,46
1233312,47
1264605,65
1068894,47
1056311,51
1305530,47
1103403,42
1257959,49
1124544,43
1079989,38
1463282,36
1467510,41
1191200,41
1173754,41
1262678,41
1390007,55
1039345,38
1350477,47
1110823,43
1211565,34
1350329,29
1072530,117
1445154,117
1472817,117
1232736,112
1378869,117
1272128,117
1049965,139
1034550,121
1050805,107
1181479,107
1329551,166
1327025,166
1122935,166
1493967,133
1342800,166
1130779,166
1209612,196
1082880,166
1355118,158
1313071,141
1364001,106
1158273,130
1179879,101
1072628,79
1078195,109
1014743,109
1093556,249
1394305,180
1180962,95
1317465,80
1285290,34
1283478,34
1403548,34
1126214,33
1264973,33
1305760,34
1357985,39
1341978,32
1017304,27
1110867,100
1137245,100
1403820,100
1256510,63
1353789,100
1007195,100
1400253,98
1290777,78
1287202,75
1387179,34
1147262,97
1240702,96
1198318,97
1326921,91
1136997,93
1449211,97
1285242,121
1429995,119
1118227,118
1477410,81
1082079,47
1399206,47
1071064,47
1338613,46
1279640,47
1218656,47
1255347,62
1196682,59
1175536,57
1176180,37
1032497,63
1354339,63
1494544,63
1340571,61
1191782,63
1186849,63
1367532,88
1107386,88
1065339,85
1323008,45
1332667,203
1039351,203
1319273,203
1305518,157
1327143,203
1272171,203
1223757,222
1090089,222
1128850,219
1446344,146
1379360,36
1203113,36
1341899,36
1163110,35
1229974,36
1392905,36
1155992,41
1287197,34
1290426,29
1067530,29
1171352,139
1182678,139
1065067,139
1239466,105
1223222,125
1422513,116
1446621,141
1453468,136
1361280,131
1449340,121
1369843,84
1388974,134
1256351,78
1418345,63
1410772,84
1347615,84
1229128,189
1275233,151
1238848,67
1404060,39
1075942,119
1458788,119
1108592,119
1091948,77
1028978,119
1480899,119
1043364,143
1390783,143
1083460,140
1113545,65
1203532,45
1404661,45
1019816,45
1152557,42
1262290,45
1118117,45
1389659,54
1375700,47
1089820,32
1019878,36
1254872,55
1174768,45
1364143,45
1412578,40
1327394,45
1015386,45
1117354,49
1151394,42
1287520,37
1357767,35
1316684,42
1039434,46
1115675,46
1135243,45
1240466,46
1057585,46
1278666,51
1300574,44
1207105,39
1035393,37
1020081,189
1190755,189
1167256,189
1096372,148
1218496,184
1475974,253
1373463,210
1256563,175
1123285,192
1173215,114
1279379,42
1451598,61
1304937,55
1231953,57
1168898,40
1353870,36
1165749,46
1230695,39
1242560,34
1228365,32
1413930,45
1022252,46
1139910,46
1001888,31
1210850,41
1407222,42
1370845,46
1266898,40
1151883,35
1277683,33
1487280,70
1123603,70
1206298,70
1337824,68
1053213,70
1177201,70
1374187,96
1021300,96
1490308,93
1306497,56
1279131,33
1269144,33
1276382,65
1116326,57
1404622,27
1275681,31
1194463,64
1304635,43
1205095,41
1478466,31
1010552,99
1331672,104
1457969,99
1368801,83
1455031,104
1011328,99
1162772,123
1227348,99
1255226,90
1145821,54
1470186,39
1178919,39
1418928,39
1081244,38
1077806,39
1152499,39
1370097,44
1020769,37
1400947,32
1018985,33
1414158,54
1416216,54
1192089,54
1115764,53
1473840,54
1302530,54
1237322,58
1004831,51
1153638,46
1084874,40
1109804,156
1054832,156
1352123,156
1423856,138
1435666,156
1354480,156
1246275,181
1336436,181
1432832,178
1165254,133
1339938,96
1210385,96
1099728,96
1023338,70
1011542,98
1155592,98
1019661,123
1392027,93
1316583,87
1097877,63
1494216,122
1182532,122
1290506,122
1470108,121
1267485,122
1334810,122
1222803,127
1484176,120
1028575,115
1179192,106
1374892,115
1350025,115
1271551,115
1135607,111
1094534,105
1402997,100
1276985,132
1050864,115
1438304,107
1172618,108
1248315,49
1203731,45
1423330,48
1175893,47
1120441,48
1195707,48
1333706,69
1334557,46
1243318,44
1190535,31
1116374,131
1018735,131
1205948,131
1083732,129
1124304,131
1068682,128
1061931,156
1188547,156
1197855,153
1395274,114
1431703,110
1351595,110
1409355,110
1315567,69
1429778,112
1414869,112
1027375,138
1022544,109
1022578,96
1078001,73
1267686,120
1143283,120
1162708,120
1327015,118
1396741,121
1224020,131
1173723,148
1430604,129
1263640,136
1429780,109
1022953,191
1495360,191
1029946,191
1089615,146
1112962,196
1210844,196
1283830,218
1242056,175
1129081,170
1213128,73
1234220,142
1358932,127
1456061,133
1001605,151
1495976,141
1186697,141
1318247,166
1304912,166
1116992,163
1415286,128
1398257,169
1247585,169
1035021,169
1221774,131
1152647,169
1124283,169
1232726,196
1362645,156
1418889,148
1261781,132
1256386,30
1057182,30
1263231,52
1084274,55
1082354,24
1472006,30
1310908,52
1374704,34
1285971,29
1412159,27
1115708,62
1092272,62
1219683,62
1310626,51
1027118,62
1335607,62
1371511,82
1273740,65
1181728,49
1251517,45
1485369,88
1103569,88
1314410,88
1430695,80
1145013,88
1468147,88
1412754,99
1032733,68
1213087,66
1008542,5
1209550,79
1441788,79
1494973,76
1276788,70
1469801,109
1416169,117
1351029,79
1231616,44
1066223,50
1173940,7
1432305,51
1283783,51
1146363,51
1465455,49
1036398,51
1203802,51
1456889,77
1478238,77
1049845,74
1100984,37
1084587,31
1190800,31
1039931,31
1073152,30
1481762,70
1334284,31
1029180,29
1084257,24
1317402,23
1079777,53
1270643,53
1446195,53
1484197,50
1200304,53
1287827,53
1248108,78
1403904,78
1021726,75
1376640,39
1380277,27
1041176,27
1297002,27
1066076,26
1259666,25
1088323,20
1292401,34
1290034,29
1332253,32
1014996,31
1163030,32
1440934,32
1349753,41
1249975,29
1056109,26
1357053,78
1350810,75
1054426,78
1289065,72
1471242,78
1055911,74
1123788,100
1347514,102
1324777,97
1322645,64
1095958,41
1434822,41
1242168,41
1273859,40
1012400,41
1215030,41
1208743,65
1490547,65
1401627,62
1358531,26
1188645,53
1162484,90
1013447,19
1118218,36
1404874,27
1226475,21
1000846,21
1356581,38
1013345,38
1442195,38
1215930,36
1408973,36
1238444,38
1420458,43
1131404,30
1086225,31
1169837,28
1203992,35
1145754,32
1199358,34
1243074,28
1256588,34
1478036,30
1392760,39
1385580,32
1457759,27
1042647,26
1058867,33
1310991,33
1269866,33
1128791,31
1036302,23
1214927,26
1275245,38
1358702,34
1146124,26
1318590,21
1370271,37
1000409,37
1422995,37
1439692,34
1284951,51
1175049,41
1185125,23
1415191,71
1003274,71
1148714,71
1305683,68
1438635,71
1321983,71
1326115,93
1144115,71
1257509,64
1022568,57
1379917,82
1031253,91
1024232,78
1136080,75
1250344,83
1469473,81
1019938,185
1231475,138
1380749,74
1214542,63
1303074,26
1148161,26
1411642,21
1028210,31
1226546,76
1395289,76
1189355,76
1443779,73
1370125,76
1375670,76
1441077,77
1325306,57
1215047,54
1329687,30
1482844,71
1201815,71
1331830,70
1049699,62
1333824,71
1005047,71
1434656,94
1421537,95
1170030,90
1333229,56
1432554,36
1036321,36
1340270,36
1134217,35
1031549,36
1238585,36
1312452,50
1201497,48
1199397,45
1213797,27
1062232,45
1329787,45
1381422,45
1041718,45
1025446,70
1030594,67
1171225,90
1113088,90
1421572,90
1231421,83
1155226,90
1050090,90
1462159,115
1262088,111
1059783,115
1068765,68
1024581,27
1278254,27
1210203,27
1142069,27
1393711,32
1028000,57
1133330,57
1425669,57
1240821,54
1398217,49
1288267,50
1054056,60
1252270,55
1134544,50
1239796,51
1082924,59
1010839,100
1462666,54
1015385,58
1477694,57
1017174,59
1339356,188
1251909,172
1237409,16
1235681,83
1473044,83
1165704,83
1327609,76
1382591,83
1258870,88
1340640,114
1165396,112
1460743,109
1210591,65
1439204,32
1456232,32
1281119,35
1306776,29
1146091,32
1475252,32
1221331,37
1072871,29
1036557,24
1249595,23
1423465,32
1191423,33
1041334,35
1462748,32
1098172,35
1265747,32
1071053,40
1260150,30
1467327,25
1039490,25
1282588,86
1340515,86
1000357,86
1329859,77
1377570,157
1198647,128
1243803,109
1393212,73
1413792,103
1114795,40
1073984,31
1296525,45
1026899,38
1161777,30
1069257,31
1003011,26
1015640,36
1053602,29
1236743,24
1298612,22
1171522,38
1298237,33
1217098,33
1079423,29
1072315,24
1092628,62
1077145,62
1428079,62
1121116,59
1144786,62
1151671,62
1289400,87
1159996,87
1223966,84
1268664,47
1437271,22
1420669,22
1425768,23
1287294,80
1052619,27
1328041,19
1350959,69
1042549,69
1437111,69
1166579,66
1485217,69
1438722,69
1179775,85
1064722,72
1116704,63
1161161,33
1194491,30
1342433,30
1237362,29
1486738,30
1070617,35
1478278,28
1089189,23
1487636,24
1335161,40
1149326,40
1184109,40
1250917,39
1157950,40
1165272,40
1045564,44
1031512,37
1267384,31
1165991,29
1224499,71
1022104,68
1332421,68
1233349,65
1412941,68
1498242,68
1054399,92
1030700,92
1460017,89
1461262,57
1244952,81
1287128,81
1163539,81
1235684,73
1483944,81
1142725,82
1323315,104
1254188,82
1115861,74
1075316,57
1104842,44
1369219,44
1243216,43
1409284,44
1046968,49
1073731,42
1055416,37
1289214,45
1221524,45
1043470,45
1076426,42
1038594,36
1344687,38
1031647,54
1294819,45
1152672,37
1415430,38
1120552,37
1329211,32
1077637,35
1269584,34
1320063,35
1243523,48
1443457,34
1091205,31
1059392,24
1381859,54
1203139,54
1468809,53
1097142,54
1494739,90
1133318,74
1489756,77
1478252,39
1158974,85
1312320,85
1140924,85
1450893,78
1149920,81
1165858,85
1098563,107
1373446,86
1129872,75
1392880,67
1468382,39
1486459,39
1457277,38
1160131,36
1107036,39
1313365,55
1114748,49
1492680,55
1338998,29
1369288,83
1097299,83
1288385,83
1075490,77
1276034,88
1335661,88
1263819,105
1307045,70
1023914,65
1438726,2
1107949,48
1255934,40
1049619,44
1102290,43
1010584,44
1079013,44
1239770,69
1415070,69
1234331,66
1147425,34
1159953,73
1484891,73
1076815,73
1375783,70
1057460,73
1047283,73
1282357,95
1019252,63
1180163,55
1403728,54
1399943,21
1031064,49
1285677,73
1422692,16
1472670,21
1245179,35
1098339,18
1415077,90
1167273,90
1478601,90
1085278,80
1413452,90
1282205,90
1050183,101
1090747,70
1326067,68
1355437,3
1147147,81
1366465,81
1081854,81
1099585,72
1033845,143
1027173,137
1053974,65
1149325,51
1485355,54
1114099,3
1192440,71
1302703,65
1362241,66
1170120,70
1134558,71
1083778,68
1359599,95
1146050,95
1243817,92
1385751,46
1318214,52
1354676,52
1043464,47
1095610,52
1445857,49
1165646,77
1109736,77
1250867,74
1104719,40
1161020,32
1433370,32
1209170,32
1031572,30
1069568,75
1406673,37
1485136,32
1380450,30
1457409,25
1189724,24
1277505,53
1071404,53
1194259,53
1492522,51
1483263,53
1300957,53
1391820,78
1444828,78
1235646,75
1149262,39
1051940,27
1172631,27
1248197,26
1241439,27
1429867,27
1169083,32
1017091,21
1233024,38
1221654,34
1228894,36
1344123,36
1374880,36
1347248,46
1225854,34
1126089,30
1104094,28
1260322,83
1300752,83
1035344,79
1371644,76
1308196,80
1412339,81
1039687,102
1331189,107
1424339,104
1357786,65
1449682,43
1319818,43
1169218,43
1221116,43
1216692,43
1429369,43
1131747,68
1041188,68
1319940,65
1408109,28
1157877,25
1014711,25
1238324,30
1167321,82
1282806,32
1207621,22
1438842,19
1431659,40
1493848,40
1005859,40
1117230,37
1316073,43
1495277,46
1367997,51
1278946,32
1390076,33
1410654,29
1285811,35
1485817,32
1286176,34
1032676,28
1092650,33
1396008,30
1041864,39
1335428,32
1052206,28
1279988,26
1453255,33
1119599,33
1429851,33
1289928,32
1064150,40
1235639,38
1108801,39
1480216,34
1478575,26
1157233,21
1415890,37
1327054,37
1175553,37
1305943,32
1457199,37
1364840,37
1498709,51
1125965,42
1035490,29
1101134,28
1013760,71
1239109,71
1122956,71
1483182,67
1067620,71
1107810,71
1242455,94
1158124,72
1073879,64
1426907,57
1154338,83
1456903,80
1203547,79
1351498,74
1094406,85
1228266,83
1217570,205
1026120,173
1160422,75
1366903,60
1440445,26
1111819,26
1268765,25
1290397,23
1475801,31
1439793,19
1471569,81
1034052,81
1100285,81
1264101,77
1279549,81
1160529,81
1089518,81
1281168,62
1353592,59
1421768,75
1294900,68
1245219,71
1441584,69
1086294,73
1309019,72
1498185,99
1382755,99
1215093,94
1440248,62
1415276,39
1183251,39
1289437,39
1011312,38
1176696,39
1023764,39
1403023,53
1184878,51
1118194,48
1181673,28
1431945,46
1152849,46
1380942,46
1108913,44
1326790,46
1254119,71
1209328,71
1277966,69
1184480,29
1221985,95
1301321,95
1463289,95
1275946,86
1400875,95
1348564,95
1273247,115
1017611,115
1062279,113
1237961,73
1417054,27
1003607,27
1424179,27
1323747,20
1230958,58
1163294,58
1365966,58
1467823,54
1347467,51
1034811,47
1121415,61
1048682,55
1443052,51
1034404,52
1130574,60
1400224,59
1165216,55
1489607,57
1057854,60
1488677,60
1249972,182
1096794,150
1187668,47
1164828,18
1428233,88
1094909,88
1332634,88
1226462,79
1022245,88
1082397,88
1136816,112
1478736,112
1468754,109
1392549,64
1015651,39
1092575,39
1168055,31
1157854,37
1053981,30
1487585,25
1088619,24
1460736,34
1396268,34
1270168,34
1279071,34
1068050,32
1348154,27
1149086,25
1430948,87
1125207,87
1191961,87
1079406,79
1402254,177
1313316,172
1389901,104
1434316,76
1200882,77
1130820,22
1136992,32
1070978,29
1085342,23
1354071,32
1352957,27
1171509,36
1218549,24
1033103,23
1484655,31
1429343,38
1426362,38
1019053,23
1149610,31
1188764,34
1085095,39
1163249,32
1200526,25
1359182,62
1190919,62
1318614,62
1106674,59
1484037,62
1145685,62
1477155,87
1370445,87
1437300,84
1333249,50
1244747,22
1468842,45
1326759,73
1011416,17
1297084,22
1233664,32
1100085,19
1330971,71
1138077,71
1352006,72
1487542,65
1108221,71
1139998,71
1472724,90
1359856,73
1026021,65
1097467,35
1209010,30
1203418,30
1288697,30
1466637,29
1412357,30
1473386,30
1315013,35
1046348,28
1351338,23
1337583,24
1247118,72
1155168,72
1023555,72
1189141,69
1294514,72
1170464,72
1032841,97
1319448,97
1372525,94
1197527,60
1104829,81
1091408,81
1100655,81
1212272,74
1139167,78
1208032,82
1089775,103
1287888,80
1468614,75
1199908,53
1265084,45
1413660,45
1204209,45
1202448,45
1461934,45
1399020,43
1428777,44
1084734,43
1251697,39
1143725,29
1248669,45
1492080,45
1125820,45
1240530,41
1182284,39
1161715,39
1397460,55
1397576,46
1085214,38
1041296,39
1317327,41
1124007,36
1001431,38
1454242,39
1207961,53
1168512,39
1388227,35
1149006,22
1389070,56
1077085,56
1262049,54
1374006,56
1192491,56
1046377,82
1149415,82
1057610,79
1037961,40
1108246,86
1143509,86
1105358,86
1100472,76
1423581,88
1175539,86
1331445,108
1293935,86
1023451,78
1049464,62
1309583,41
1230234,41
1461709,41
1408980,39
1488053,41
1274689,43
1041473,60
1166260,51
1461337,57
1206736,30
1056913,87
1056567,87
1323239,87
1466159,80
1333540,91
